,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,joined_days,Age,Living_With,Children,Family_Size,Is_Parent
1321,Postgraduate,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,4338,66,Partner,1,3,1
1322,Graduate,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,3972,56,Partner,1,3,1
1323,Graduate,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,4707,47,Alone,2,3,1
1324,Undergraduate,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,3950,50,Partner,1,3,1
1325,Postgraduate,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,4330,62,Partner,1,3,1
1326,Graduate,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,3961,42,Partner,0,2,0
1327,Postgraduate,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,4319,49,Partner,1,3,1
1328,Postgraduate,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,4332,42,Alone,0,1,0
1329,Postgraduate,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,4327,79,Partner,0,2,0
1330,Graduate,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,3972,45,Partner,1,3,1
1331,Graduate,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,4698,55,Partner,2,4,1
1332,Graduate,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,4326,62,Partner,1,3,1
1333,Graduate,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,4315,76,Alone,0,1,0
1334,Postgraduate,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,4692,46,Partner,1,3,1
1335,Graduate,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,4327,49,Partner,1,3,1
1336,Graduate,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,4336,42,Partner,0,2,0
1337,Postgraduate,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,3959,41,Partner,0,2,0
1338,Graduate,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,4328,72,Alone,1,2,1
1339,Graduate,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,4702,42,Alone,1,2,1
1340,Graduate,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,3950,62,Partner,1,3,1
1341,Postgraduate,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,4689,47,Partner,1,3,1
1342,Postgraduate,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,4709,75,Partner,2,4,1
1343,Graduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,4328,34,Partner,0,2,0
1344,Undergraduate,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,4324,42,Alone,1,2,1
1345,Graduate,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,4324,49,Alone,1,2,1
1346,Undergraduate,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,4334,65,Partner,1,3,1
1347,Postgraduate,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,4324,41,Partner,0,2,0
1348,Graduate,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,4313,48,Partner,1,3,1
1349,Postgraduate,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,4341,62,Alone,0,1,0
1350,Postgraduate,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,4314,68,Partner,0,2,0
1351,Graduate,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,4323,31,Alone,0,1,0
1352,Graduate,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,4702,37,Partner,1,3,1
1353,Graduate,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,3952,59,Partner,1,3,1
1354,Graduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,4701,42,Partner,0,2,0
1355,Graduate,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,4327,62,Alone,1,2,1
1356,Graduate,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,4322,46,Partner,1,3,1
1357,Postgraduate,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,3951,78,Alone,0,1,0
1358,Graduate,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,4315,61,Alone,0,1,0
1359,Postgraduate,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,4340,53,Alone,2,3,1
1360,Graduate,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,4684,56,Partner,2,4,1
1361,Undergraduate,17256.0,10,6,4,14,8,8,22,2,2,1,2,8,4321,32,Partner,1,3,1
1362,Graduate,53034.0,30,160,15,196,15,11,50,8,6,1,7,8,4314,50,Alone,2,3,1
1363,Undergraduate,52203.0,36,488,21,238,56,108,28,1,8,7,11,6,4679,74,Partner,0,2,0
1364,Undergraduate,59601.0,14,691,7,69,0,7,23,4,2,2,7,8,4319,47,Alone,1,2,1
1365,Postgraduate,75154.0,79,543,10,205,160,143,82,1,6,3,6,3,4706,66,Alone,1,2,1
1366,Graduate,47025.0,52,254,7,108,20,0,26,3,6,3,5,6,4337,48,Alone,1,2,1
1367,Graduate,37971.0,97,5,4,10,2,2,7,1,1,0,3,8,4319,51,Partner,1,3,1
1368,Postgraduate,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,4318,56,Alone,1,2,1
1369,Graduate,67267.0,0,134,11,59,15,2,30,1,3,2,5,2,3966,66,Partner,1,3,1
1370,Graduate,57338.0,96,143,6,52,11,8,17,2,4,1,5,5,3950,49,Alone,1,2,1
1371,Undergraduate,50523.0,89,51,4,24,4,7,1,2,2,0,4,6,4319,64,Partner,2,4,1
1372,Postgraduate,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,4338,59,Alone,3,4,1
1373,Postgraduate,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,4706,64,Alone,1,2,1
1374,Postgraduate,56242.0,72,689,8,167,11,8,88,5,8,4,11,6,4341,55,Partner,1,3,1
1375,Graduate,48904.0,1,283,10,38,0,13,27,4,7,2,4,8,4708,64,Alone,1,2,1
1376,Graduate,56243.0,26,347,0,35,4,3,7,6,4,2,8,5,4314,49,Alone,3,4,1
1377,Graduate,21355.0,5,5,13,14,0,5,31,2,2,1,2,6,4324,39,Partner,1,3,1
1378,Postgraduate,57420.0,22,280,0,18,0,0,24,3,5,1,6,7,4319,53,Partner,1,3,1
1379,Postgraduate,52247.25135379061,39,187,5,65,26,20,14,2,4,2,6,5,4343,54,Partner,1,3,1
1380,Postgraduate,46390.0,56,95,14,64,2,9,38,1,4,2,3,7,3974,69,Alone,1,2,1
1381,Undergraduate,54342.0,74,84,10,34,11,10,28,4,3,1,4,6,4341,68,Partner,2,4,1
1382,Graduate,52247.25135379061,87,19,4,12,2,2,6,1,1,0,3,5,4707,66,Partner,2,4,1
1383,Undergraduate,52247.25135379061,49,5,1,9,2,0,4,1,1,0,2,7,3967,60,Alone,2,3,1
1384,Graduate,20895.0,24,18,3,17,3,0,4,1,2,0,3,9,4704,51,Partner,1,3,1
1385,Graduate,92344.0,9,992,24,694,51,19,119,0,5,10,5,1,3964,76,Partner,0,2,0
1386,Postgraduate,52247.25135379061,17,25,1,13,0,0,3,1,1,0,3,7,3977,52,Partner,1,3,1
1387,Undergraduate,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,4324,48,Partner,2,4,1
1388,Graduate,44964.0,35,19,1,17,2,0,2,1,1,0,3,8,4694,44,Partner,2,4,1
1389,Graduate,75507.0,56,709,93,374,104,80,80,1,8,6,6,3,3977,45,Partner,0,2,0
1390,Postgraduate,53761.0,7,158,0,76,13,7,71,6,4,4,3,5,4333,52,Partner,2,4,1
1391,Graduate,22682.0,51,10,14,29,4,2,36,3,2,1,4,4,4341,51,Partner,1,3,1
1392,Postgraduate,38887.0,17,25,1,13,0,0,3,1,1,0,3,7,3977,52,Partner,1,3,1
1393,Undergraduate,41658.0,30,8,4,12,15,4,29,2,1,1,2,4,4701,49,Alone,2,3,1
1394,Postgraduate,29791.0,21,14,0,6,0,0,0,2,2,0,3,5,3964,52,Partner,1,3,1
1395,Postgraduate,63915.0,2,622,7,115,30,0,15,2,6,3,12,5,4314,68,Partner,2,4,1
1396,Graduate,39996.0,85,11,0,3,0,0,1,1,1,0,2,6,3957,50,Alone,2,3,1
1397,Graduate,26759.0,65,25,3,16,8,5,2,2,2,1,3,6,3972,52,Alone,1,2,1
1398,Postgraduate,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,4323,56,Alone,1,2,1
1399,Postgraduate,51039.0,11,100,64,79,65,0,109,2,6,2,4,7,4700,55,Partner,2,4,1
1400,Graduate,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,4685,63,Partner,2,4,1
1401,Graduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,3950,52,Partner,1,3,1
1402,Graduate,37716.0,4,97,1,41,6,2,41,2,4,1,3,7,3958,71,Partner,1,3,1
1403,Graduate,36864.0,53,204,5,39,17,0,89,3,5,2,4,8,4697,67,Alone,1,2,1
1404,Postgraduate,44511.0,39,513,7,133,46,14,14,6,8,4,8,8,4698,54,Partner,1,3,1
1405,Postgraduate,36947.0,49,88,3,21,4,1,29,4,3,0,4,9,4703,57,Partner,2,4,1
1406,Postgraduate,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,4333,73,Partner,1,3,1
1407,Postgraduate,67087.0,40,329,35,222,130,35,43,2,7,5,8,4,4327,71,Partner,1,3,1
1408,Graduate,57045.0,40,296,13,104,11,13,17,3,4,2,9,3,4702,74,Partner,1,3,1
1409,Postgraduate,36957.0,43,100,2,16,2,1,31,4,3,2,2,9,4704,71,Alone,2,3,1
1410,Postgraduate,69389.0,17,422,7,238,69,46,15,1,7,2,12,4,4682,47,Partner,1,3,1
1411,Graduate,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,4324,52,Partner,1,3,1
1412,Postgraduate,43142.0,84,5,1,7,2,1,4,1,1,0,2,7,3961,55,Partner,2,4,1
1413,Graduate,80589.0,25,507,93,520,242,40,26,1,5,10,5,1,3957,80,Partner,0,2,0
1414,Graduate,34412.0,62,52,12,50,4,36,55,3,5,0,3,9,4331,34,Alone,1,2,1
1415,Graduate,57537.0,83,191,56,139,51,8,100,4,4,3,8,4,4334,45,Alone,1,2,1
1416,Undergraduate,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,4328,58,Partner,0,2,0
1417,Graduate,51315.0,45,68,28,39,16,30,41,1,2,2,5,2,3956,76,Partner,0,2,0
1418,Graduate,36026.0,34,20,4,10,6,4,17,2,2,0,3,6,3963,52,Partner,3,5,1
1419,Graduate,24639.0,3,20,3,16,0,4,1,3,2,0,4,6,3951,51,Partner,2,4,1
1420,Postgraduate,34578.0,1,7,0,1,0,0,0,1,1,0,2,6,3968,52,Partner,3,5,1
1421,Undergraduate,65704.0,18,279,172,74,38,8,246,1,2,10,10,1,4331,52,Alone,0,1,0
1422,Graduate,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,4699,58,Alone,1,2,1
1423,Postgraduate,54132.0,81,30,1,8,0,0,3,1,1,0,3,7,3963,55,Partner,1,3,1
1424,Graduate,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,4682,65,Partner,0,2,0
1425,Graduate,28164.0,23,3,18,26,11,8,12,3,2,0,4,7,4340,54,Partner,1,3,1
1426,Postgraduate,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,4331,50,Partner,1,3,1
1427,Postgraduate,43269.0,61,10,1,7,0,0,1,1,1,0,2,8,4328,52,Partner,1,3,1
1428,Undergraduate,38741.0,60,7,10,17,8,6,13,2,2,0,3,7,3949,66,Alone,2,3,1
1429,Graduate,31907.0,75,33,87,64,175,16,74,1,6,1,6,7,4340,52,Alone,0,1,0
1430,Postgraduate,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,4339,41,Partner,1,3,1
1431,Undergraduate,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,3966,51,Alone,1,2,1
1432,Graduate,92533.0,84,693,21,118,110,147,42,1,6,5,11,2,4325,39,Partner,0,2,0
1433,Graduate,34853.0,75,9,3,15,2,3,2,2,2,0,3,6,4321,51,Alone,2,3,1
1434,Graduate,70844.0,16,129,26,67,3,67,2,5,6,1,5,7,4314,57,Alone,2,3,1
1435,Undergraduate,31086.0,79,16,2,11,3,0,16,2,1,1,2,8,4340,45,Partner,2,4,1
1436,Graduate,60544.0,92,201,2,43,3,5,35,4,5,1,5,6,4685,63,Partner,2,4,1
1437,Undergraduate,20491.0,16,5,4,5,4,2,10,1,0,1,2,7,4319,38,Partner,0,2,0
1438,Graduate,42523.0,96,14,36,11,3,26,35,1,1,1,4,2,3956,60,Partner,0,2,0
1439,Graduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,4330,41,Partner,1,3,1
1440,Graduate,33402.0,60,26,2,19,10,5,8,3,2,1,3,8,4326,72,Partner,2,4,1
1441,Postgraduate,36408.0,11,9,1,4,3,2,3,1,1,0,2,6,4323,75,Partner,2,4,1
1442,Graduate,21645.0,75,14,0,23,4,5,19,3,3,0,3,9,4707,45,Partner,1,3,1
1443,Postgraduate,78427.0,36,972,19,595,180,26,138,3,3,7,10,3,4686,76,Alone,0,1,0
1444,Graduate,82657.0,71,966,168,672,246,105,126,1,7,5,10,4,4317,78,Partner,0,2,0
1445,Graduate,51876.0,88,99,27,102,28,48,6,1,2,2,8,1,4329,66,Partner,0,2,0
1446,Undergraduate,78041.0,93,482,35,553,72,160,17,1,4,4,9,2,4694,53,Partner,0,2,0
1447,Graduate,52852.0,93,714,8,99,11,0,47,4,10,7,5,8,4709,67,Partner,1,3,1
1448,Postgraduate,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,4319,42,Partner,0,2,0
1449,Undergraduate,69401.0,41,399,27,159,58,8,39,4,4,4,5,2,3956,51,Partner,1,3,1
1450,Graduate,46053.0,46,56,10,92,19,7,25,3,3,2,4,5,4327,52,Partner,1,3,1
1451,Graduate,77343.0,28,227,151,573,98,54,31,1,3,4,9,1,3970,59,Partner,0,2,0
1452,Graduate,73892.0,40,703,102,601,0,58,43,1,3,11,8,1,4331,71,Alone,0,1,0
1453,Postgraduate,40304.0,82,37,0,17,0,0,3,1,2,0,3,7,4314,57,Alone,1,2,1
1454,Postgraduate,32727.0,38,167,13,180,86,13,70,2,7,3,5,8,4682,59,Partner,0,2,0
1455,Graduate,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,3954,55,Partner,0,2,0
1456,Graduate,43300.0,87,91,3,52,2,1,31,3,4,0,4,8,4697,53,Alone,1,2,1
1457,Graduate,26290.0,49,15,8,16,11,5,22,4,2,0,4,6,4332,52,Partner,2,4,1
1458,Graduate,93790.0,16,1302,68,731,89,114,45,0,6,7,12,2,3967,54,Alone,0,1,0
1459,Postgraduate,38410.0,65,153,64,123,116,64,14,2,5,2,9,6,4696,50,Partner,0,2,0
1460,Postgraduate,64866.0,9,508,5,21,7,5,10,4,7,3,7,5,3953,74,Alone,1,2,1
1461,Graduate,57957.0,24,290,59,177,77,5,29,7,4,6,8,3,4325,65,Partner,1,3,1
1462,Postgraduate,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,3966,69,Partner,2,4,1
1463,Graduate,16531.0,43,2,13,6,7,5,11,3,3,0,3,7,3961,46,Partner,1,3,1
1464,Postgraduate,28072.0,10,30,0,10,2,0,5,1,1,0,3,7,4336,38,Partner,1,3,1
1465,Postgraduate,49476.0,29,386,23,95,54,41,196,4,2,11,5,2,4324,61,Alone,1,2,1
1466,Graduate,50725.0,45,443,10,75,0,10,48,4,8,1,8,8,4331,71,Partner,1,3,1
1467,Graduate,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,4332,72,Partner,0,2,0
1468,Postgraduate,41145.0,20,9,0,3,0,0,1,1,0,0,3,3,3971,74,Partner,2,4,1
1469,Graduate,67419.0,29,846,84,352,91,56,42,4,9,4,8,5,4328,54,Partner,1,3,1
1470,Undergraduate,23162.0,82,8,3,9,19,4,22,3,1,1,3,6,4323,54,Partner,2,4,1
1471,Graduate,34380.0,68,72,7,58,13,1,24,4,4,1,3,8,4342,47,Partner,1,3,1
1472,Graduate,34704.0,65,29,0,5,0,1,5,1,1,0,3,5,4317,58,Alone,1,2,1
1473,Postgraduate,94871.0,99,169,24,553,188,0,144,1,8,5,4,7,4709,55,Partner,2,4,1
1474,Graduate,65148.0,9,460,35,422,33,12,153,2,6,6,7,4,4694,66,Partner,1,3,1
1475,Graduate,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,4332,70,Partner,1,3,1
1476,Postgraduate,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,4687,68,Alone,0,1,0
1477,Postgraduate,59892.0,26,73,0,13,0,1,0,1,2,1,3,3,4342,54,Partner,1,3,1
1478,Postgraduate,41020.0,68,112,1,54,7,7,36,1,3,2,4,3,4316,37,Alone,0,1,0
1479,Postgraduate,57072.0,79,944,0,60,0,0,30,2,7,5,13,5,3955,63,Partner,1,3,1
1480,Graduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,4343,45,Alone,1,2,1
1481,Graduate,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,4679,64,Partner,1,3,1
1482,Undergraduate,19414.0,32,2,3,12,3,5,7,1,1,0,3,8,4328,43,Partner,1,3,1
1483,Graduate,19107.0,49,2,4,9,10,5,16,2,1,0,3,7,4322,44,Partner,1,3,1
1484,Undergraduate,75484.0,50,378,97,259,197,194,34,2,7,3,6,4,4708,48,Partner,1,3,1
1485,Postgraduate,70379.0,84,553,25,142,65,67,8,3,6,3,13,4,4341,48,Alone,1,2,1
1486,Postgraduate,79419.0,96,751,127,687,20,15,31,1,4,6,4,2,3957,54,Partner,0,2,0
1487,Postgraduate,64014.0,56,406,0,30,0,0,8,7,8,2,5,7,3969,78,Partner,3,5,1
1488,Graduate,76998.0,85,1449,89,161,69,35,107,2,11,8,8,6,4333,69,Partner,1,3,1
1489,Postgraduate,49854.0,63,123,17,171,39,0,30,5,6,2,5,6,4334,52,Partner,1,3,1
1490,Postgraduate,60585.0,17,267,42,309,55,42,21,10,7,4,9,5,4320,53,Partner,2,4,1
1491,Postgraduate,42873.0,11,209,0,40,3,2,15,4,6,1,4,8,4323,74,Alone,2,3,1
1492,Graduate,87679.0,62,1259,172,815,97,148,33,1,7,11,10,4,4317,36,Partner,0,2,0
1493,Graduate,57867.0,48,344,35,178,15,23,17,7,7,2,9,6,4343,46,Partner,1,3,1
1494,Graduate,35765.0,86,22,3,30,0,5,15,2,2,0,4,6,4333,34,Partner,1,3,1
1495,Graduate,65492.0,73,247,161,295,210,85,47,2,4,7,13,2,3953,65,Partner,0,2,0
1496,Graduate,32952.0,36,38,0,12,3,1,1,1,2,0,3,7,4343,47,Alone,1,2,1
1497,Postgraduate,53374.0,34,896,10,101,13,10,34,6,4,2,9,9,4694,55,Partner,1,3,1
1498,Graduate,71706.0,16,931,56,253,91,98,14,4,9,5,7,5,4697,65,Partner,1,3,1
1499,Graduate,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,4331,36,Partner,0,2,0
1500,Postgraduate,53253.0,61,216,9,57,20,9,125,7,4,3,5,5,4333,49,Partner,2,4,1
1501,Undergraduate,31163.0,54,2,3,10,11,2,10,1,1,0,3,6,3966,51,Alone,1,2,1
1502,Graduate,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,4693,47,Partner,1,3,1
1503,Postgraduate,54108.0,74,539,6,91,8,6,97,13,8,2,9,8,4705,51,Partner,2,4,1
1504,Postgraduate,49667.0,35,1181,26,120,17,13,39,2,5,10,5,8,4690,69,Alone,0,1,0
1505,Postgraduate,63206.0,65,750,8,125,11,8,26,1,4,3,6,2,3959,50,Partner,0,2,0
1506,Postgraduate,57136.0,48,306,5,109,21,109,92,9,5,2,10,6,4335,52,Partner,2,4,1
1507,Undergraduate,46772.0,88,350,104,189,197,151,57,6,11,8,5,8,4703,49,Partner,1,3,1
1508,Postgraduate,78931.0,19,331,197,170,58,152,35,1,2,8,13,1,4319,53,Partner,0,2,0
1509,Graduate,53977.0,21,620,16,165,0,24,82,5,5,5,12,5,4336,66,Partner,1,3,1
1510,Graduate,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,3977,36,Partner,0,2,0
1511,Postgraduate,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,4692,49,Alone,2,3,1
1512,Graduate,73538.0,92,811,76,428,99,137,107,3,10,4,9,7,4685,59,Partner,1,3,1
1513,Graduate,79529.0,1,423,42,706,73,197,197,1,4,8,9,2,3952,38,Partner,0,2,0
1514,Undergraduate,20981.0,14,2,12,10,6,13,30,1,3,1,2,8,4314,47,Partner,0,2,0
1515,Graduate,51766.0,74,60,51,87,6,20,51,2,4,2,4,5,3968,44,Alone,1,2,1
1516,Graduate,55759.0,84,675,0,85,10,7,77,5,10,3,8,8,4682,62,Partner,1,3,1
1517,Graduate,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,4335,46,Partner,1,3,1
1518,Postgraduate,37787.0,50,40,1,40,4,3,18,1,3,0,3,8,4324,52,Partner,1,3,1
1519,Graduate,27242.0,2,3,17,26,20,1,39,2,2,0,3,9,4699,54,Alone,1,2,1
1520,Postgraduate,87188.0,73,910,111,724,49,74,55,1,10,2,6,3,4341,41,Alone,0,1,0
1521,Graduate,69930.0,21,252,98,827,219,70,196,1,4,5,12,3,4318,53,Partner,0,2,0
1522,Graduate,37697.0,82,34,6,21,11,4,8,1,2,1,3,6,3972,48,Alone,1,2,1
1523,Postgraduate,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,3973,51,Partner,1,3,1
1524,Graduate,3502.0,56,2,1,1,0,0,1,0,0,0,0,14,4331,51,Alone,1,2,1
1525,Graduate,58597.0,20,490,0,184,10,28,21,12,7,4,9,7,4690,48,Partner,2,4,1
1526,Postgraduate,82032.0,54,332,194,377,149,125,57,0,4,6,7,1,3974,76,Alone,0,1,0
1527,Graduate,28087.0,77,53,8,17,13,0,21,3,2,2,2,7,4699,66,Partner,2,4,1
1528,Postgraduate,74004.0,5,784,48,560,42,176,48,1,4,6,4,3,3955,37,Alone,0,1,0
1529,Graduate,19740.0,65,7,11,3,10,4,20,2,1,1,3,5,4320,64,Partner,1,3,1
1530,Undergraduate,57036.0,33,1171,43,219,19,14,47,4,6,3,13,9,4699,49,Partner,1,3,1
1531,Undergraduate,53083.0,65,215,7,33,3,0,13,6,5,1,5,7,4329,66,Partner,2,4,1
1532,Postgraduate,69283.0,41,674,62,134,0,26,8,4,7,3,13,5,3965,49,Partner,1,3,1
1533,Postgraduate,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,4692,49,Alone,2,3,1
1534,Undergraduate,23331.0,92,5,36,7,0,10,45,2,3,0,3,8,4706,36,Partner,1,3,1
1535,Undergraduate,23331.0,97,104,20,101,24,15,5,6,5,1,5,9,4705,36,Alone,1,2,1
1536,Graduate,9255.0,91,9,0,7,2,0,4,1,1,1,2,8,4324,35,Alone,1,2,1
1537,Postgraduate,67786.0,0,431,82,441,80,20,102,1,3,6,6,1,4337,65,Alone,0,1,0
1538,Postgraduate,71969.0,59,1000,0,76,0,0,10,3,3,4,9,8,4694,53,Partner,1,3,1
1539,Postgraduate,59235.0,4,448,40,469,80,0,91,3,11,2,12,7,4332,57,Alone,1,2,1
1540,Graduate,31928.0,5,33,4,24,4,2,5,2,3,0,4,7,3951,35,Partner,1,3,1
1541,Postgraduate,74881.0,48,505,72,270,36,27,54,4,9,2,12,5,4336,63,Partner,2,4,1
1542,Graduate,65819.0,99,267,38,701,149,165,63,1,5,4,10,3,4681,46,Partner,0,2,0
1543,Postgraduate,51411.0,81,14,0,3,0,0,1,1,0,0,3,5,4318,71,Alone,3,4,1
1544,Graduate,51983.0,95,631,0,115,10,7,30,3,9,2,10,7,4679,60,Alone,1,2,1
1545,Postgraduate,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,4331,38,Partner,1,3,1
1546,Undergraduate,30390.0,5,10,12,12,25,1,20,1,2,0,3,6,4342,37,Partner,0,2,0
1547,Graduate,30983.0,50,51,4,50,12,1,49,1,4,0,3,8,4701,61,Alone,0,1,0
1548,Graduate,66033.0,76,293,35,179,46,59,65,2,8,3,7,7,4324,67,Alone,1,2,1
1549,Undergraduate,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,4315,49,Partner,2,4,1
1550,Postgraduate,57530.0,68,50,1,27,6,7,1,1,1,1,4,1,4332,73,Alone,1,2,1
1551,Undergraduate,76800.0,33,173,26,255,35,71,81,1,4,4,7,1,3971,59,Partner,0,2,0
1552,Graduate,63943.0,50,423,184,368,13,97,21,1,6,4,6,5,4708,68,Partner,1,3,1
1553,Graduate,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,3956,62,Partner,0,2,0
1554,Graduate,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,4698,50,Partner,1,3,1
1555,Postgraduate,37054.0,89,12,1,6,0,1,5,2,1,0,3,7,4329,57,Partner,2,4,1
1556,Postgraduate,47175.0,81,167,2,44,6,2,19,7,4,2,4,8,4682,62,Partner,2,4,1
1557,Graduate,31859.0,77,3,1,3,8,0,5,1,1,0,2,7,4330,48,Alone,1,2,1
1558,Graduate,27215.0,50,30,5,22,8,9,28,4,2,1,4,6,4321,63,Alone,3,4,1
1559,Postgraduate,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,4323,48,Alone,1,2,1
1560,Graduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,4330,41,Partner,1,3,1
1561,Postgraduate,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,4340,48,Partner,2,4,1
1562,Graduate,24645.0,16,5,3,4,4,1,0,1,1,0,2,8,4709,36,Partner,1,3,1
1563,Graduate,79865.0,12,71,99,278,185,121,38,1,5,10,5,1,3961,70,Alone,1,2,1
1564,Graduate,44322.0,30,46,0,40,3,0,3,2,3,0,3,8,3963,39,Partner,1,3,1
1565,Graduate,47958.0,8,268,11,88,15,3,22,2,6,3,5,5,4325,72,Alone,1,2,1
1566,Postgraduate,63972.0,93,928,63,254,0,12,12,4,5,4,10,4,4708,60,Alone,1,2,1
1567,Graduate,75315.0,14,459,15,171,142,23,31,2,5,4,12,2,3964,70,Partner,1,3,1
1568,Postgraduate,55517.0,53,483,0,108,0,6,36,5,11,1,6,9,4683,74,Partner,2,4,1
1569,Postgraduate,75283.0,26,733,9,180,12,19,66,11,6,3,5,4,4317,67,Partner,3,5,1
1570,Postgraduate,82800.0,23,1006,22,115,59,68,45,1,7,6,12,3,4686,78,Alone,0,1,0
1571,Graduate,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,4707,70,Partner,2,4,1
1572,Postgraduate,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,3966,33,Alone,0,1,0
1573,Postgraduate,27161.0,41,7,4,23,7,0,11,1,1,0,3,7,4316,38,Partner,1,3,1
1574,Graduate,42014.0,56,244,15,108,4,15,50,6,7,1,6,8,4693,47,Partner,1,3,1
1575,Postgraduate,38201.0,19,233,0,23,0,0,12,4,5,1,5,8,4315,64,Partner,1,3,1
1576,Graduate,45203.0,4,35,3,67,10,8,24,1,3,1,3,6,3956,42,Partner,2,4,1
1577,Postgraduate,81574.0,89,1252,0,465,46,35,0,1,4,5,8,1,3951,77,Partner,0,2,0
1578,Graduate,34935.0,71,34,4,66,3,10,20,1,2,1,4,7,4323,32,Partner,0,2,0
1579,Postgraduate,60482.0,81,255,43,134,37,14,24,1,7,2,7,7,4321,48,Alone,1,2,1
1580,Graduate,34633.0,31,8,1,5,0,0,1,1,1,0,2,6,3956,68,Partner,3,5,1
1581,Postgraduate,78093.0,53,368,32,639,13,43,10,1,4,7,5,1,4333,77,Partner,0,2,0
